Begrotingsjaar,Begrotings hoofdstuk,Verantwoordelijke minister,Naam Begroting,"Type Begroting (zie rbv voor definitie, KB voor II t/m IV, B voor begroting, F voor Fonds)","Begrotingsfase OWB=ontwerpbegroting/VB=vastgestelde begroting,1stesup stand, 2de sup stand, JV jaarverslag stand, SW slotwet stand)",Artikel nummer zoals in het witte stuk,% Juridisch verplicht,Omschrijving artikel,Type Artikel,Indicatie grote uitvoerende dienst op artikel. Zie rbv voor definitie,Programma of Apparaat,V/U/O (Verplichtingen/Uitgaven/Ontvangsten),Indicatie totaal regel J/N,Nr. onderverdeling zoals in de witte stukken,Beleidsmatige clustering,Financieel instrument/Apparaat,"Uitsplitsing fin.instrument cq apparaat zoals in b-tabel staat opm: vul de uitsplitsing aan met een regel overig fin.instrument, zie rbv 1.33d toelichting regel 4. Dit geldt ook voor apparaat",Nadere omschrijving zoals in b-tabel staat,Bedrag t-2,Bedrag t-1,Bedrag t,Bedrag t+1,Bedrag t+2,Bedrag t+3,Bedrag t+4,Naam_Begroting,Naam_artikel
2015,XVI,E.I. Schippers ,"Volksgezondheid, Welzijn en Sport",B,OWB,7,,Oorlogsgetroffenen en herinnering WO II,Beleidsartikel,N,Programma,U,N,2,Pensioenen en uitkeringen voor verzetsdeelnemers en oorlogsgetroffenen WOII,Bijdragen aan ZBO’s /RWT’s ,PUR,PUR,4428,1581,3644,3644,3644,3644,3644,"XVI_Volksgezondheid, Welzijn en Sport",7_Oorlogsgetroffenen en herinnering WO II
2015,XVI,E.I. Schippers ,"Volksgezondheid, Welzijn en Sport",B,OWB,7,,Oorlogsgetroffenen en herinnering WO II,Beleidsartikel,N,Programma,U,N,2,Pensioenen en uitkeringen voor verzetsdeelnemers en oorlogsgetroffenen WOII,Bijdragen aan ZBO’s /RWT’s ,Stichting Administratie Indonische Pensioenen,Stichting Administratie Indonische Pensioenen,1928,2468,2468,2468,2468,2468,2468,"XVI_Volksgezondheid, Welzijn en Sport",7_Oorlogsgetroffenen en herinnering WO II
2015,XVI,E.I. Schippers ,"Volksgezondheid, Welzijn en Sport",B,OWB,7,,Oorlogsgetroffenen en herinnering WO II,Beleidsartikel,N,Programma,U,N,2,Pensioenen en uitkeringen voor verzetsdeelnemers en oorlogsgetroffenen WOII,Bijdragen aan ZBO’s /RWT’s ,Overig,Overig,288.5,0,0,0,0,0,0,"XVI_Volksgezondheid, Welzijn en Sport",7_Oorlogsgetroffenen en herinnering WO II
2015,XVI,E.I. Schippers ,"Volksgezondheid, Welzijn en Sport",B,OWB,7,,Oorlogsgetroffenen en herinnering WO II,Beleidsartikel,N,Programma,U,J,2,Pensioenen en uitkeringen voor verzetsdeelnemers en oorlogsgetroffenen WOII,Inkomensoverdrachten ,,Inkomensoverdrachten,304945.5,291756,272846,253922,236213,220679,205049,"XVI_Volksgezondheid, Welzijn en Sport",7_Oorlogsgetroffenen en herinnering WO II
2015,XVI,E.I. Schippers ,"Volksgezondheid, Welzijn en Sport",B,OWB,7,,Oorlogsgetroffenen en herinnering WO II,Beleidsartikel,N,Programma,U,N,2,Pensioenen en uitkeringen voor verzetsdeelnemers en oorlogsgetroffenen WOII,Inkomensoverdrachten ,Wuv vervolgingsslachttoffers,Wuv vervolgingsslachttoffers,169567,159100,155900,148100,140600,133300,126100,"XVI_Volksgezondheid, Welzijn en Sport",7_Oorlogsgetroffenen en herinnering WO II
2015,XVI,E.I. Schippers ,"Volksgezondheid, Welzijn en Sport",B,OWB,7,,Oorlogsgetroffenen en herinnering WO II,Beleidsartikel,N,Programma,U,N,2,Pensioenen en uitkeringen voor verzetsdeelnemers en oorlogsgetroffenen WOII,Inkomensoverdrachten ,Wet uitkering burger oorlogsgetroffenen,Wet uitkering burger oorlogsgetroffenen,73400,72501,68500,65400,62000,58700,55300,"XVI_Volksgezondheid, Welzijn en Sport",7_Oorlogsgetroffenen en herinnering WO II
2015,XVI,E.I. Schippers ,"Volksgezondheid, Welzijn en Sport",B,OWB,7,,Oorlogsgetroffenen en herinnering WO II,Beleidsartikel,N,Programma,U,N,2,Pensioenen en uitkeringen voor verzetsdeelnemers en oorlogsgetroffenen WOII,Inkomensoverdrachten ,Wbp via Stichting 1940-1945,Wbp via Stichting 1940-1945,51800,47557,41900,36400,31200,26300,22000,"XVI_Volksgezondheid, Welzijn en Sport",7_Oorlogsgetroffenen en herinnering WO II
2015,XVI,E.I. Schippers ,"Volksgezondheid, Welzijn en Sport",B,OWB,7,,Oorlogsgetroffenen en herinnering WO II,Beleidsartikel,N,Programma,U,N,2,Pensioenen en uitkeringen voor verzetsdeelnemers en oorlogsgetroffenen WOII,Inkomensoverdrachten ,Overig,Overig,10178.5,12598,6546,4022,2413,2379,1649,"XVI_Volksgezondheid, Welzijn en Sport",7_Oorlogsgetroffenen en herinnering WO II
2015,XVI,E.I. Schippers ,"Volksgezondheid, Welzijn en Sport",B,OWB,7,,Oorlogsgetroffenen en herinnering WO II,Beleidsartikel,N,Programma,U,J,2,Pensioenen en uitkeringen voor verzetsdeelnemers en oorlogsgetroffenen WOII,,,2. Pensioenen en uitkeringen voor verzetsdeelnemers en oorlogsgetroffenen WOII,324988,307655,288745,269821,252112,236578,220948,"XVI_Volksgezondheid, Welzijn en Sport",7_Oorlogsgetroffenen en herinnering WO II
2015,XVI,E.I. Schippers ,"Volksgezondheid, Welzijn en Sport",B,OWB,7,,Oorlogsgetroffenen en herinnering WO II,Beleidsartikel,N,Programma,V,J,,,,,Verplichtingen,322143,327786,309002,290078,272369,256835,241205,"XVI_Volksgezondheid, Welzijn en Sport",7_Oorlogsgetroffenen en herinnering WO II
2015,XVI,E.I. Schippers ,"Volksgezondheid, Welzijn en Sport",B,OWB,7,99.0%,Oorlogsgetroffenen en herinnering WO II,Beleidsartikel,N,Programma,U,J,,,,,Uitgaven,341447,327786,309002,290078,272369,256835,241205,"XVI_Volksgezondheid, Welzijn en Sport",7_Oorlogsgetroffenen en herinnering WO II
2015,XVI,E.I. Schippers ,"Volksgezondheid, Welzijn en Sport",B,OWB,7,,Oorlogsgetroffenen en herinnering WO II,Beleidsartikel,N,Programma,O,J,,,,,Ontvangsten,1298,901,901,901,901,901,901,"XVI_Volksgezondheid, Welzijn en Sport",7_Oorlogsgetroffenen en herinnering WO II
2015,XVI,E.I. Schippers ,"Volksgezondheid, Welzijn en Sport",B,OWB,7,,Oorlogsgetroffenen en herinnering WO II,Beleidsartikel,N,Programma,O,N,,,,Overig,Overig,1298,901,901,901,901,901,901,"XVI_Volksgezondheid, Welzijn en Sport",7_Oorlogsgetroffenen en herinnering WO II
2015,XVI,E.I. Schippers ,"Volksgezondheid, Welzijn en Sport",B,OWB,8,,Tegemoetkoming specifieke kosten,Beleidsartikel,N,Programma,U,J,,,Inkomensoverdrachten ,,Inkomensoverdrachten,5992368.8,4271922,4068504,4540776,4917661,4917662,4916920,"XVI_Volksgezondheid, Welzijn en Sport",8_Tegemoetkoming specifieke kosten
2015,XVI,E.I. Schippers ,"Volksgezondheid, Welzijn en Sport",B,OWB,8,,Tegemoetkoming specifieke kosten,Beleidsartikel,N,Programma,U,N,,,Inkomensoverdrachten ,1. Zorgtoeslag,1. Zorgtoeslag,5618160.4,3808965,3990423,4498789,4878620,4878621,4878621,"XVI_Volksgezondheid, Welzijn en Sport",8_Tegemoetkoming specifieke kosten
2015,XVI,E.I. Schippers ,"Volksgezondheid, Welzijn en Sport",B,OWB,8,,Tegemoetkoming specifieke kosten,Beleidsartikel,N,Programma,U,N,,,Inkomensoverdrachten ,2. Wet tegemoetkoming chronisch zieken en gehandicapten (Wtcg) ,2. Wet tegemoetkoming chronisch zieken en gehandicapten (Wtcg) ,326065.4,420658,25782,688,742,742,0,"XVI_Volksgezondheid, Welzijn en Sport",8_Tegemoetkoming specifieke kosten
2015,XVI,E.I. Schippers ,"Volksgezondheid, Welzijn en Sport",B,OWB,8,,Tegemoetkoming specifieke kosten,Beleidsartikel,N,Programma,U,N,,,Inkomensoverdrachten ,3. Tegemoetkoming specifieke zorgkosten,3. Tegemoetkoming specifieke zorgkosten,48143,42299,52299,41299,38299,38299,38299,"XVI_Volksgezondheid, Welzijn en Sport",8_Tegemoetkoming specifieke kosten
2015,XVI,E.I. Schippers ,"Volksgezondheid, Welzijn en Sport",B,OWB,8,,Tegemoetkoming specifieke kosten,Beleidsartikel,N,Programma,V,J,,,,,Verplichtingen,5588214,4271922,4068504,4540776,4917661,4917662,4916920,"XVI_Volksgezondheid, Welzijn en Sport",8_Tegemoetkoming specifieke kosten
2015,XVI,E.I. Schippers ,"Volksgezondheid, Welzijn en Sport",B,OWB,8,100.0%,Tegemoetkoming specifieke kosten,Beleidsartikel,N,Programma,U,J,,,,,Uitgaven,5992369,4271922,4068504,4540776,4917661,4917662,4916920,"XVI_Volksgezondheid, Welzijn en Sport",8_Tegemoetkoming specifieke kosten
2015,XVI,E.I. Schippers ,"Volksgezondheid, Welzijn en Sport",B,OWB,8,,Tegemoetkoming specifieke kosten,Beleidsartikel,N,Programma,O,J,,,,,Ontvangsten,607111,0,0,0,0,0,0,"XVI_Volksgezondheid, Welzijn en Sport",8_Tegemoetkoming specifieke kosten
2015,XVI,E.I. Schippers ,"Volksgezondheid, Welzijn en Sport",B,OWB,8,,Tegemoetkoming specifieke kosten,Beleidsartikel,N,Programma,O,N,,,,Overig,Overig,607111,0,0,0,0,0,0,"XVI_Volksgezondheid, Welzijn en Sport",8_Tegemoetkoming specifieke kosten
2015,XVI,E.I. Schippers ,"Volksgezondheid, Welzijn en Sport",B,OWB,9,,Algemeen,Beleidsartikel,N,Programma,U,J,1,Internationale samenwerking ,Bijdragen aan (inter)nationale organisaties ,,Bijdrage aan (inter)nationale organisaties,5002,5434,5097,5127,5127,5127,5127,"XVI_Volksgezondheid, Welzijn en Sport",9_Algemeen
2015,XVI,E.I. Schippers ,"Volksgezondheid, Welzijn en Sport",B,OWB,9,,Algemeen,Beleidsartikel,N,Programma,U,N,1,Internationale samenwerking ,Bijdragen aan (inter)nationale organisaties ,World Health Organization,World Health Organization,4721,4295,3868,3868,3868,3868,3868,"XVI_Volksgezondheid, Welzijn en Sport",9_Algemeen
2015,XVI,E.I. Schippers ,"Volksgezondheid, Welzijn en Sport",B,OWB,9,,Algemeen,Beleidsartikel,N,Programma,U,N,1,Internationale samenwerking ,Bijdragen aan (inter)nationale organisaties ,Overig,Overig,281,1139,1229,1259,1259,1259,1259,"XVI_Volksgezondheid, Welzijn en Sport",9_Algemeen
2015,XVI,E.I. Schippers ,"Volksgezondheid, Welzijn en Sport",B,OWB,9,,Algemeen,Beleidsartikel,N,Programma,U,J,1,Internationale samenwerking ,Inkomensoverdrachten ,,1. Internationale samenwerking ,5002,5434,5097,5127,5127,5127,5127,"XVI_Volksgezondheid, Welzijn en Sport",9_Algemeen
2015,XVI,E.I. Schippers ,"Volksgezondheid, Welzijn en Sport",B,OWB,9,,Algemeen,Beleidsartikel,N,Programma,U,J,3,Strategisch onderzoek RIVM,Bekostiging,,Bekostiging,15846,32706,23047,20376,16876,15475,15475,"XVI_Volksgezondheid, Welzijn en Sport",9_Algemeen
2015,XVI,E.I. Schippers ,"Volksgezondheid, Welzijn en Sport",B,OWB,9,,Algemeen,Beleidsartikel,N,Programma,U,N,3,Strategisch onderzoek RIVM,Bekostiging,Strategisch onderzoek RIVM,Strategisch onderzoek RIVM,15846,32706,23047,20376,16876,15475,15475,"XVI_Volksgezondheid, Welzijn en Sport",9_Algemeen
2015,XVI,E.I. Schippers ,"Volksgezondheid, Welzijn en Sport",B,OWB,9,,Algemeen,Beleidsartikel,N,Programma,U,J,3,Strategisch onderzoek RIVM,,,3. Strategisch onderzoek RIVM,15846,32706,23047,20376,16876,15475,15475,"XVI_Volksgezondheid, Welzijn en Sport",9_Algemeen
2015,XVI,E.I. Schippers ,"Volksgezondheid, Welzijn en Sport",B,OWB,9,,Algemeen,Beleidsartikel,N,Programma,U,N,2,Verzameluitkering Jeugd,,,Verzameluitkering Jeugd,847.7,312,0,0,0,0,0,"XVI_Volksgezondheid, Welzijn en Sport",9_Algemeen
2015,XVI,E.I. Schippers ,"Volksgezondheid, Welzijn en Sport",B,OWB,9,,Algemeen,Beleidsartikel,N,Programma,U,N,2,Verzameluitkering Langdurige Zorg,,,Verzameluitkering Langdurige Zorg,460.7,38,0,0,0,0,0,"XVI_Volksgezondheid, Welzijn en Sport",9_Algemeen
2015,XVI,E.I. Schippers ,"Volksgezondheid, Welzijn en Sport",B,OWB,9,,Algemeen,Beleidsartikel,N,Programma,U,N,2,Verzameluitkering Sport,,,Verzameluitkering Sport,421,421,0,0,0,0,0,"XVI_Volksgezondheid, Welzijn en Sport",9_Algemeen
2015,XVI,E.I. Schippers ,"Volksgezondheid, Welzijn en Sport",B,OWB,9,,Algemeen,Beleidsartikel,N,Programma,U,J,2,Verzameluitkering VWS,,,2. Verzameluitkering VWS,1729.4,771,0,0,0,0,0,"XVI_Volksgezondheid, Welzijn en Sport",9_Algemeen
2015,XVI,E.I. Schippers ,"Volksgezondheid, Welzijn en Sport",B,OWB,9,,Algemeen,Beleidsartikel,N,Programma,V,J,,,,,Verplichtingen,29611,38911,28144,25503,22003,20602,20602,"XVI_Volksgezondheid, Welzijn en Sport",9_Algemeen
2015,XVI,E.I. Schippers ,"Volksgezondheid, Welzijn en Sport",B,OWB,9,,Algemeen,Beleidsartikel,N,Programma,U,J,,,,,Uitgaven,22577,38911,28144,25503,22003,20602,20602,"XVI_Volksgezondheid, Welzijn en Sport",9_Algemeen
2015,XVI,E.I. Schippers ,"Volksgezondheid, Welzijn en Sport",B,OWB,10,,Apparaatsuitgaven,Beleidsartikel,N,Apparaat,U,J,,,Materiële uitgaven ,,- Materiële uitgaven,168448.5,90551,56432,54141,56117,55892,55864,"XVI_Volksgezondheid, Welzijn en Sport",10_Apparaatsuitgaven
2015,XVI,E.I. Schippers ,"Volksgezondheid, Welzijn en Sport",B,OWB,10,,Apparaatsuitgaven,Beleidsartikel,N,Apparaat,U,N,,,Materiële uitgaven ,Waarvan ICT,,4098,6671,5346,5547,5249,5249,5249,"XVI_Volksgezondheid, Welzijn en Sport",10_Apparaatsuitgaven
2015,XVI,E.I. Schippers ,"Volksgezondheid, Welzijn en Sport",B,OWB,10,,Apparaatsuitgaven,Beleidsartikel,N,Apparaat,U,N,,,Materiële uitgaven ,Waarvan bijdrage aan SSO’s,,69059,45457,34297,32223,34587,34323,34295,"XVI_Volksgezondheid, Welzijn en Sport",10_Apparaatsuitgaven
2015,XVI,E.I. Schippers ,"Volksgezondheid, Welzijn en Sport",B,OWB,10,,Apparaatsuitgaven,Beleidsartikel,N,Apparaat,U,N,,,Materiële uitgaven ,Waarvan Overige Materiële uitgaven,,200,-735,-2054,-4550,-8000,-10200,-12200,"XVI_Volksgezondheid, Welzijn en Sport",10_Apparaatsuitgaven
2015,XVI,E.I. Schippers ,"Volksgezondheid, Welzijn en Sport",B,OWB,10,,Apparaatsuitgaven,Beleidsartikel,N,Apparaat,U,J,,,Personele uitgaven,,- Personele uitgaven,184923.1,204911,173800,169174,164821,163134,162694,"XVI_Volksgezondheid, Welzijn en Sport",10_Apparaatsuitgaven
2015,XVI,E.I. Schippers ,"Volksgezondheid, Welzijn en Sport",B,OWB,10,,Apparaatsuitgaven,Beleidsartikel,N,Apparaat,U,N,,,Personele uitgaven,Waarvan eigen personeel,waarvan eigen personeel,168476.1,188732,165969,163564,159303,157616,157176,"XVI_Volksgezondheid, Welzijn en Sport",10_Apparaatsuitgaven
2015,XVI,E.I. Schippers ,"Volksgezondheid, Welzijn en Sport",B,OWB,10,,Apparaatsuitgaven,Beleidsartikel,N,Apparaat,U,N,,,Personele uitgaven,Waarvan externe inhuur,,13975,13174,4926,2705,2613,2613,2613,"XVI_Volksgezondheid, Welzijn en Sport",10_Apparaatsuitgaven
2015,XVI,E.I. Schippers ,"Volksgezondheid, Welzijn en Sport",B,OWB,10,,Apparaatsuitgaven,Beleidsartikel,N,Apparaat,U,N,,,Personele Uitgaven,Waarvan Overige personele uitgaven,,-1658,-3556,-2373,-10,2414,4615,6615,"XVI_Volksgezondheid, Welzijn en Sport",10_Apparaatsuitgaven
2015,XVI,E.I. Schippers ,"Volksgezondheid, Welzijn en Sport",B,OWB,10,,Apparaatsuitgaven,Beleidsartikel,N,Apparaat,V,J,,,,,Verplichtingen,361266,295409,230232,223315,220938,219026,218558,"XVI_Volksgezondheid, Welzijn en Sport",10_Apparaatsuitgaven
2015,XVI,E.I. Schippers ,"Volksgezondheid, Welzijn en Sport",B,OWB,10,,Apparaatsuitgaven,Beleidsartikel,N,Apparaat,U,J,,,,,Uitgaven,353371.6,295462,230232,223315,220938,219026,218558,"XVI_Volksgezondheid, Welzijn en Sport",10_Apparaatsuitgaven
2015,XVI,E.I. Schippers ,"Volksgezondheid, Welzijn en Sport",B,OWB,10,,Apparaatsuitgaven,Beleidsartikel,N,Apparaat,O,J,,,,,Ontvangsten,54067,36321,5354,5357,5357,5357,5357,"XVI_Volksgezondheid, Welzijn en Sport",10_Apparaatsuitgaven
2015,XVI,E.I. Schippers ,"Volksgezondheid, Welzijn en Sport",B,OWB,10,,Apparaatsuitgaven,Beleidsartikel,N,Apparaat,O,N,,,,Overig,Overig,54067,36321,5354,5357,5357,5357,5357,"XVI_Volksgezondheid, Welzijn en Sport",10_Apparaatsuitgaven
2015,XVI,E.I. Schippers ,"Volksgezondheid, Welzijn en Sport",B,OWB,11,,Nominaal en onvoorzien,Beleidsartikel,N,Programma,U,N,,Loonbijstelling,,,1. Loonbijstelling,0,0,0,0,0,0,0,"XVI_Volksgezondheid, Welzijn en Sport",11_Nominaal en onvoorzien
2015,XVI,E.I. Schippers ,"Volksgezondheid, Welzijn en Sport",B,OWB,11,,Nominaal en onvoorzien,Beleidsartikel,N,Programma,U,N,,Onvoorzien,,,3. Onvoorzien,0,0,0,0,0,0,0,"XVI_Volksgezondheid, Welzijn en Sport",11_Nominaal en onvoorzien
2015,XVI,E.I. Schippers ,"Volksgezondheid, Welzijn en Sport",B,OWB,11,,Nominaal en onvoorzien,Beleidsartikel,N,Programma,U,N,,Prijsbijstelling,,,2. Prijsbijstelling,0,2564,2190,2025,2080,1920,2063,"XVI_Volksgezondheid, Welzijn en Sport",11_Nominaal en onvoorzien
2015,XVI,E.I. Schippers ,"Volksgezondheid, Welzijn en Sport",B,OWB,11,,Nominaal en onvoorzien,Beleidsartikel,N,Programma,U,N,,Taakstelling,,,4. Taakstelling,0,-34690,-48830,1353,-17222,-16822,-16781,"XVI_Volksgezondheid, Welzijn en Sport",11_Nominaal en onvoorzien
2015,XVI,E.I. Schippers ,"Volksgezondheid, Welzijn en Sport",B,OWB,11,,Nominaal en onvoorzien,Beleidsartikel,N,Programma,V,J,,,,,Verplichtingen,0,-37794,-46645,3370,-15158,-14861,-14718,"XVI_Volksgezondheid, Welzijn en Sport",11_Nominaal en onvoorzien
2015,XVI,E.I. Schippers ,"Volksgezondheid, Welzijn en Sport",B,OWB,11,,Nominaal en onvoorzien,Beleidsartikel,N,Programma,U,J,,,,,Uitgaven,0,-32126,-46640,3378,-15142,-14902,-14718,"XVI_Volksgezondheid, Welzijn en Sport",11_Nominaal en onvoorzien
2015,XVI,E.I. Schippers ,"Volksgezondheid, Welzijn en Sport",B,OWB,11,,Nominaal en onvoorzien,Beleidsartikel,N,Programma,O,J,,,,,Ontvangsten,0,7297,5000,5000,5000,5000,5000,"XVI_Volksgezondheid, Welzijn en Sport",11_Nominaal en onvoorzien
2015,XVI,E.I. Schippers ,"Volksgezondheid, Welzijn en Sport",B,OWB,11,,Nominaal en onvoorzien,Beleidsartikel,N,Programma,O,N,,,,,Overig,0,7297,5000,5000,5000,5000,5000,"XVI_Volksgezondheid, Welzijn en Sport",11_Nominaal en onvoorzien
2015,XVII,E.M.J. Ploumen,Buitenlandse Handel en Ontwikkelingssamenwerking,B,OWB,1,,Duurzame handel en investeringen  ,Beleidsartikel,N,Programma,U,J,1.4,"Dutch Good Growth Fund : intensivering van ontwikkelingsrelevante investeringen in en handel met ontwikkelingslanden door het Nederlandse en het lokale bedrijfsleven, met de focus op het MKB  en bij uitzondering en onder condities grootbedrijf",,,,,100000,150000,150000,300000,0,0,XVII_Buitenlandse Handel en Ontwikkelingssamenwerking,1_Duurzame handel en investeringen  
2015,XVII,E.M.J. Ploumen,Buitenlandse Handel en Ontwikkelingssamenwerking,B,OWB,1,,Duurzame handel en investeringen  ,Beleidsartikel,N,Programma,U,J,1.4,"Dutch Good Growth Fund : intensivering van ontwikkelingsrelevante investeringen in en handel met ontwikkelingslanden door het Nederlandse en het lokale bedrijfsleven, met de focus op het MKB  en bij uitzondering en onder condities grootbedrijf",,programma's Dutch Good Growth Fund,,,100000,150000,,,,,XVII_Buitenlandse Handel en Ontwikkelingssamenwerking,1_Duurzame handel en investeringen  
2015,XVII,E.M.J. Ploumen,Buitenlandse Handel en Ontwikkelingssamenwerking,B,OWB,1,,Ontvangsten,Beleidsartikel,N,Programma,O,J,,Ontvangsten,,,,1833,9315,7267,13463,4815,1815,1815,XVII_Buitenlandse Handel en Ontwikkelingssamenwerking,1_Ontvangsten
2015,XVII,E.M.J. Ploumen,Buitenlandse Handel en Ontwikkelingssamenwerking,B,OWB,1,,Ontvangsten,Beleidsartikel,N,Programma,O,N,1.10,Versterkt internationaal handelssysteem met aandacht voor Maatschappelijk Verantwoord Ondernemen,,,,1833,9315,7267,13463,4815,1815,1815,XVII_Buitenlandse Handel en Ontwikkelingssamenwerking,1_Ontvangsten
2015,XVII,E.M.J. Ploumen,Buitenlandse Handel en Ontwikkelingssamenwerking,B,OWB,1,,Duurzame handel en investeringen  ,Beleidsartikel,N,Programma,U,J,1.1,"Versterkt internationaal handelssysteem, met aandacht voor Maatschappelijk  Verantwoord Ondernemen",Bijdragen aan (inter)nationale organisaties ,,,,,,,,,,XVII_Buitenlandse Handel en Ontwikkelingssamenwerking,1_Duurzame handel en investeringen  
2015,XVII,E.M.J. Ploumen,Buitenlandse Handel en Ontwikkelingssamenwerking,B,OWB,1,,Duurzame handel en investeringen  ,Beleidsartikel,N,Programma,U,N,1.1,"Versterkt internationaal handelssysteem, met aandacht voor Maatschappelijk  Verantwoord Ondernemen",Bijdragen aan (inter)nationale organisaties ,Contributies internationaal ondernemen,,,5670,5670,,,,,XVII_Buitenlandse Handel en Ontwikkelingssamenwerking,1_Duurzame handel en investeringen  
2015,XVII,E.M.J. Ploumen,Buitenlandse Handel en Ontwikkelingssamenwerking,B,OWB,1,,Duurzame handel en investeringen  ,Beleidsartikel,N,Programma,U,N,1.1,"Versterkt internationaal handelssysteem, met aandacht voor Maatschappelijk  Verantwoord Ondernemen",Bijdragen aan (inter)nationale organisaties ,Maatschappelijk verantwoord ondernemen,,,4873,5085,,,,,XVII_Buitenlandse Handel en Ontwikkelingssamenwerking,1_Duurzame handel en investeringen  
2015,XVII,E.M.J. Ploumen,Buitenlandse Handel en Ontwikkelingssamenwerking,B,OWB,1,,Duurzame handel en investeringen  ,Beleidsartikel,N,Programma,U,J,1.1,"Versterkt internationaal handelssysteem, met aandacht voor Maatschappelijk  Verantwoord Ondernemen",Opdrachten,,,,,,,,,,XVII_Buitenlandse Handel en Ontwikkelingssamenwerking,1_Duurzame handel en investeringen  
2015,XVII,E.M.J. Ploumen,Buitenlandse Handel en Ontwikkelingssamenwerking,B,OWB,1,,Duurzame handel en investeringen  ,Beleidsartikel,N,Programma,U,N,1.1,"Versterkt internationaal handelssysteem, met aandacht voor Maatschappelijk  Verantwoord Ondernemen",Opdrachten,waarvan beleidsondersteuning internationaal ondernemen,,,3103,2489,,,,,XVII_Buitenlandse Handel en Ontwikkelingssamenwerking,1_Duurzame handel en investeringen  
2015,XVII,E.M.J. Ploumen,Buitenlandse Handel en Ontwikkelingssamenwerking,B,OWB,1,,Duurzame handel en investeringen  ,Beleidsartikel,N,Programma,U,J,1.1,"Versterkt internationaal handelssysteem, met aandacht voor Maatschappelijk  Verantwoord Ondernemen",,,,10499,13896,13494,10695,11222,11222,11222,XVII_Buitenlandse Handel en Ontwikkelingssamenwerking,1_Duurzame handel en investeringen  
2015,XVII,E.M.J. Ploumen,Buitenlandse Handel en Ontwikkelingssamenwerking,B,OWB,1,,Duurzame handel en investeringen  ,Beleidsartikel,N,Programma,U,J,1.2,Versterkte Nederlandse Handels- en Investeringspositie en economische naamsbekendheid,Bijdragen aan agentschappen ,,,,,,,,,,XVII_Buitenlandse Handel en Ontwikkelingssamenwerking,1_Duurzame handel en investeringen  
2015,XVII,E.M.J. Ploumen,Buitenlandse Handel en Ontwikkelingssamenwerking,B,OWB,1,,Duurzame handel en investeringen  ,Beleidsartikel,N,Programma,U,N,1.2,Versterkte Nederlandse Handels- en Investeringspositie en economische naamsbekendheid,Bijdragen aan agentschappen ,Rijksdienst voor Ondernemend Nederland,,,27560,26072,,,,,XVII_Buitenlandse Handel en Ontwikkelingssamenwerking,1_Duurzame handel en investeringen  
2015,XVII,E.M.J. Ploumen,Buitenlandse Handel en Ontwikkelingssamenwerking,B,OWB,1,,Duurzame handel en investeringen  ,Beleidsartikel,N,Programma,U,N,1.2,Versterkte Nederlandse Handels- en Investeringspositie en economische naamsbekendheid,Bijdragen aan agentschappen ,Versterking economische functie (NBSO's via RVO),,,6577,5927,,,,,XVII_Buitenlandse Handel en Ontwikkelingssamenwerking,1_Duurzame handel en investeringen  
2015,XVII,E.M.J. Ploumen,Buitenlandse Handel en Ontwikkelingssamenwerking,B,OWB,1,,Duurzame handel en investeringen  ,Beleidsartikel,N,Programma,U,J,1.2,Versterkte Nederlandse Handels- en Investeringspositie en economische naamsbekendheid,Leningen,,,,,,,,,,XVII_Buitenlandse Handel en Ontwikkelingssamenwerking,1_Duurzame handel en investeringen  
2015,XVII,E.M.J. Ploumen,Buitenlandse Handel en Ontwikkelingssamenwerking,B,OWB,1,,Duurzame handel en investeringen  ,Beleidsartikel,N,Programma,U,N,1.2,Versterkte Nederlandse Handels- en Investeringspositie en economische naamsbekendheid,Leningen,Finance for International Business (FIB),,,5870,3965,,,,,XVII_Buitenlandse Handel en Ontwikkelingssamenwerking,1_Duurzame handel en investeringen  
2015,XVII,E.M.J. Ploumen,Buitenlandse Handel en Ontwikkelingssamenwerking,B,OWB,1,,Duurzame handel en investeringen  ,Beleidsartikel,N,Programma,U,J,1.2,Versterkte Nederlandse Handels- en Investeringspositie en economische naamsbekendheid,Subsidies,,,,,,,,,,XVII_Buitenlandse Handel en Ontwikkelingssamenwerking,1_Duurzame handel en investeringen  
2015,XVII,E.M.J. Ploumen,Buitenlandse Handel en Ontwikkelingssamenwerking,B,OWB,1,,Duurzame handel en investeringen  ,Beleidsartikel,N,Programma,U,N,1.2,Versterkte Nederlandse Handels- en Investeringspositie en economische naamsbekendheid,Subsidies,Starters International Business (SIB)/ Programma Strategische Beurzen,,,4940,4940,,,,,XVII_Buitenlandse Handel en Ontwikkelingssamenwerking,1_Duurzame handel en investeringen  
2015,XVII,E.M.J. Ploumen,Buitenlandse Handel en Ontwikkelingssamenwerking,B,OWB,1,,Duurzame handel en investeringen  ,Beleidsartikel,N,Programma,U,N,1.2,Versterkte Nederlandse Handels- en Investeringspositie en economische naamsbekendheid,Subsidies,Partners for International Business (PIB),,,6300,8400,,,,,XVII_Buitenlandse Handel en Ontwikkelingssamenwerking,1_Duurzame handel en investeringen  
