Begrotingsjaar,Valuta,eenheid,Uitgaven (U) Verplichtingen (V) Ontvangsten (O),Begrotingsstaat,Onderdeel,Omschrijving,ontwerpbegroting,vastgestelde begroting,1ste suppletoire begroting,2de suppletoire begroting,Realisatie,Url
2015,Euro,x1000,U,XVII,-,TOTAAL,2475165,2.475.165,2.713.668,2.783.307,2.902.664,
2015,Euro,x1000,V,XVII,-,TOTAAL,2743106,2.743.106,3.237.341,3.479.759,4.114.379,
2015,Euro,x1000,O,XVIII,11,Woningmarkt,501.116,501.116,446.072,836.620,810.381,
2015,Euro,x1000,U,XVIII,11,Woningmarkt,3.335.413,3.335.413,3.473.651,3.972.231,3.965.674,
2015,Euro,x1000,V,XVIII,11,Woningmarkt,3.377.405,3.377.405,3.515.643,4.002.316,3.959.739,
2015,Euro,x1000,O,XVIII,12,Woonomgeving en bouw,91,91,91,91,116,
2015,Euro,x1000,U,XVIII,12,Woonomgeving en bouw,101.623,101.623,175.299,143.940,49.839,
2015,Euro,x1000,V,XVIII,12,Woonomgeving en bouw,249.123,249.123,322.799,141.440,34.918,
2015,Euro,x1000,O,XVIII,13,Kwaliteit Rijksdienst,0,0,297,1.286,1.334,
2015,Euro,x1000,U,XVIII,13,Kwaliteit Rijksdienst,18.333,18.333,23.713,29.963,29.318,
2015,Euro,x1000,V,XVIII,13,Kwaliteit Rijksdienst,18.333,18.333,23.713,29.963,28.862,
2015,Euro,x1000,O,XVIII,16,Uitvoering rijksvastgoedbeleid,120.241,120.241,155.894,151.394,161.904,
2015,Euro,x1000,U,XVIII,16,Uitvoering rijksvastgoedbeleid,147.690,147.690,212.887,216.416,220.862,
2015,Euro,x1000,V,XVIII,16,Uitvoering rijksvastgoedbeleid,147.690,147.690,212.887,216.416,221.781,
2015,Euro,x1000,O,XVIII,-,TOTAAL,621448,621.448,602.354,989.391,973.735,
2015,Euro,x1000,U,XVIII,-,TOTAAL,3603059,3.603.059,3.885.550,4.362.550,4.265.693,
2015,Euro,x1000,V,XVIII,-,TOTAAL,3792551,3.792.551,4.075.042,4.390.135,4.245.300,
2016,Euro,x1000,O,A,12,Hoofdwegennet,55.525,,,,,
2016,Euro,x1000,U,A,12,Hoofdwegennet,2.011.120,,,,,
2016,Euro,x1000,V,A,12,Hoofdwegennet,2.917.637,,,,,
2016,Euro,x1000,O,A,13,Spoorwegen,299.796,,,,,
2016,Euro,x1000,U,A,13,Spoorwegen,2.447.262,,,,,
2016,Euro,x1000,V,A,13,Spoorwegen,2.244.286,,,,,
2016,Euro,x1000,O,A,14,"Regionaal, lokale infra",0,,,,,
2016,Euro,x1000,U,A,14,"Regionaal, lokale infra",278.714,,,,,
2016,Euro,x1000,V,A,14,"Regionaal, lokale infra",182.873,,,,,
2016,Euro,x1000,O,A,15,Hoofdvaarwegennet,32.620,,,,,
2016,Euro,x1000,U,A,15,Hoofdvaarwegennet,854.411,,,,,
2016,Euro,x1000,V,A,15,Hoofdvaarwegennet,1.131.208,,,,,
2016,Euro,x1000,O,A,17,Megaprojecten Verkeer en Vervoer,40.441,,,,,
2016,Euro,x1000,U,A,17,Megaprojecten Verkeer en Vervoer,98.963,,,,,
2016,Euro,x1000,V,A,17,Megaprojecten Verkeer en Vervoer,185.987,,,,,
2016,Euro,x1000,O,A,18,Overige uitgaven en ontvangsten,0,,,,,
2016,Euro,x1000,U,A,18,Overige uitgaven en ontvangsten,93.481,,,,,
2016,Euro,x1000,V,A,18,Overige uitgaven en ontvangsten,132.798,,,,,
2016,Euro,x1000,O,A,19,Bijdrage andere begrotingen Rijk,5.355.569,,,,,
2016,Euro,x1000,U,A,19,Bijdrage andere begrotingen Rijk,0,,,,,
2016,Euro,x1000,V,A,19,Bijdrage andere begrotingen Rijk,0,,,,,
2016,Euro,x1000,O,A,-,TOTAAL,5783951,,,,,
2016,Euro,x1000,U,A,-,TOTAAL,5783951,,,,,
2016,Euro,x1000,V,A,-,TOTAAL,6794789,,,,,
2016,Euro,x1000,O,B,1,Gemeentefonds,26.631.140,,,,,
2016,Euro,x1000,U,B,1,Gemeentefonds,26.631.140,,,,,
2016,Euro,x1000,V,B,1,Gemeentefonds,26.631.140,,,,,
2016,Euro,x1000,O,B,-,TOTAAL,26631140,,,,,
2016,Euro,x1000,U,B,-,TOTAAL,26631140,,,,,
2016,Euro,x1000,V,B,-,TOTAAL,26631140,,,,,
2016,Euro,x1000,O,C,1,Provinciefonds,0,,,,,
2016,Euro,x1000,U,C,1,Provinciefonds,2.160.334,,,,,
2016,Euro,x1000,V,C,1,Provinciefonds,2.160.334,,,,,
2016,Euro,x1000,O,C,-,TOTAAL,0,,,,,
2016,Euro,x1000,U,C,-,TOTAAL,2160334,,,,,
2016,Euro,x1000,V,C,-,TOTAAL,2160334,,,,,
2016,Euro,x1000,O,F,1,Bewaking en bestrijding van dierziekten,30.620,,,,,
2016,Euro,x1000,U,F,1,Bewaking en bestrijding van dierziekten,30.620,,,,,
2016,Euro,x1000,V,F,1,Bewaking en bestrijding van dierziekten,30.620,,,,,
2016,Euro,x1000,O,F,-,TOTAAL,30620,,,,,
2016,Euro,x1000,U,F,-,TOTAAL,30620,,,,,
2016,Euro,x1000,V,F,-,TOTAAL,30620,,,,,
2016,Euro,x1000,O,H,1,BES-fonds,0,,,,,
2016,Euro,x1000,U,H,1,BES-fonds,33.409,,,,,
2016,Euro,x1000,V,H,1,BES-fonds,33.409,,,,,
2016,Euro,x1000,O,H,-,TOTAAL,0,,,,,
2016,Euro,x1000,U,H,-,TOTAAL,33409,,,,,
2016,Euro,x1000,V,H,-,TOTAAL,33409,,,,,
2016,Euro,x1000,O,I,1,Uitkering leden Koninklijk Huis,0,,,,,
2016,Euro,x1000,U,I,1,Uitkering leden Koninklijk Huis,40.584,,,,,
2016,Euro,x1000,V,I,1,Uitkering leden Koninklijk Huis,7.804,,,,,
2016,Euro,x1000,O,I,2,Functionele uitgaven van de Koning,0,,,,,
2016,Euro,x1000,U,I,2,Functionele uitgaven van de Koning,27.076,,,,,
2016,Euro,x1000,V,I,2,Functionele uitgaven van de Koning,27.076,,,,,
2016,Euro,x1000,O,I,3,Doorbelaste uitgaven van andere begrotingen,0,,,,,
2016,Euro,x1000,U,I,3,Doorbelaste uitgaven van andere begrotingen,5.704,,,,,
2016,Euro,x1000,V,I,3,Doorbelaste uitgaven van andere begrotingen,5.704,,,,,
2016,Euro,x1000,O,I,-,TOTAAL,0,,,,,
2016,Euro,x1000,U,I,-,TOTAAL,40584,,,,,
2016,Euro,x1000,V,I,-,TOTAAL,40584,,,,,
2016,Euro,x1000,O,IIA,1,Wetgeving en controle Eerste Kamer,79,,,,,
2016,Euro,x1000,U,IIA,1,Wetgeving en controle Eerste Kamer,13.061,,,,,
2016,Euro,x1000,V,IIA,1,Wetgeving en controle Eerste Kamer,13.061,,,,,
2016,Euro,x1000,O,IIA,2,Uitgaven tbv van (oud) leden Tweede Kamer en leden EP,86,,,,,
2016,Euro,x1000,U,IIA,2,Uitgaven tbv van (oud) leden Tweede Kamer en leden EP,29.396,,,,,
2016,Euro,x1000,V,IIA,2,Uitgaven tbv van (oud) leden Tweede Kamer en leden EP,29.396,,,,,
2016,Euro,x1000,O,IIA,3,Wetgeving en controle Tweede Kamer,4.966,,,,,
2016,Euro,x1000,U,IIA,3,Wetgeving en controle Tweede Kamer,97.421,,,,,
2016,Euro,x1000,V,IIA,3,Wetgeving en controle Tweede Kamer,97.421,,,,,
2016,Euro,x1000,O,IIA,4,Wetgeving en controle Eerste en Tweede Kamer,23,,,,,
2016,Euro,x1000,U,IIA,4,Wetgeving en controle Eerste en Tweede Kamer,1.482,,,,,
2016,Euro,x1000,V,IIA,4,Wetgeving en controle Eerste en Tweede Kamer,1.482,,,,,
2016,Euro,x1000,O,IIA,10,Nominaal en onvoorzien,0,,,,,
2016,Euro,x1000,U,IIA,10,Nominaal en onvoorzien,-1.781,,,,,
2016,Euro,x1000,V,IIA,10,Nominaal en onvoorzien,-1.781,,,,,
2016,Euro,x1000,O,IIA,-,TOTAAL,5154,,,,,
2016,Euro,x1000,U,IIA,-,TOTAAL,139579,,,,,
2016,Euro,x1000,V,IIA,-,TOTAAL,139579,,,,,
2016,Euro,x1000,O,IIB,1,Raad van State,1.950,,,,,
2016,Euro,x1000,U,IIB,1,Raad van State,54.031,,,,,
2016,Euro,x1000,V,IIB,1,Raad van State,54.031,,,,,
2016,Euro,x1000,O,IIB,2,Algemene Rekenkamer,1.217,,,,,
2016,Euro,x1000,U,IIB,2,Algemene Rekenkamer,28.204,,,,,
2016,Euro,x1000,V,IIB,2,Algemene Rekenkamer,28.204,,,,,
2016,Euro,x1000,O,IIB,3,De Nationale Ombudsman,2.189,,,,,
2016,Euro,x1000,U,IIB,3,De Nationale Ombudsman,15.204,,,,,
2016,Euro,x1000,V,IIB,3,De Nationale Ombudsman,15.204,,,,,
2016,Euro,x1000,O,IIB,4,Kanselarij der Nederlandse Orden,29,,,,,
2016,Euro,x1000,U,IIB,4,Kanselarij der Nederlandse Orden,5.421,,,,,
2016,Euro,x1000,V,IIB,4,Kanselarij der Nederlandse Orden,5.421,,,,,
2016,Euro,x1000,O,IIB,6,Kabinet van de Gouverneur van Aruba,60,,,,,
2016,Euro,x1000,U,IIB,6,Kabinet van de Gouverneur van Aruba,1.776,,,,,
2016,Euro,x1000,V,IIB,6,Kabinet van de Gouverneur van Aruba,1.776,,,,,
2016,Euro,x1000,O,IIB,7,Kabinet van de Gouverneur van Curaçao,200,,,,,
2016,Euro,x1000,U,IIB,7,Kabinet van de Gouverneur van Curaçao,2.708,,,,,
2016,Euro,x1000,V,IIB,7,Kabinet van de Gouverneur van Curaçao,2.708,,,,,
2016,Euro,x1000,O,IIB,8,Kabinet van de Gouverneur van Sint Maarten,50,,,,,
2016,Euro,x1000,U,IIB,8,Kabinet van de Gouverneur van Sint Maarten,1.958,,,,,
2016,Euro,x1000,V,IIB,8,Kabinet van de Gouverneur van Sint Maarten,1.958,,,,,
2016,Euro,x1000,O,IIB,-,TOTAAL,5695,,,,,
2016,Euro,x1000,U,IIB,-,TOTAAL,109302,,,,,
2016,Euro,x1000,V,IIB,-,TOTAAL,109302,,,,,
2016,Euro,x1000,O,III,1,Bevorderen eenheid regeringsbeleid,4.425,,,,,
2016,Euro,x1000,U,III,1,Bevorderen eenheid regeringsbeleid,59.240,,,,,
2016,Euro,x1000,V,III,1,Bevorderen eenheid regeringsbeleid,59.240,,,,,
2016,Euro,x1000,O,III,4,Kabinet van de Koning,2.343,,,,,
2016,Euro,x1000,U,III,4,Kabinet van de Koning,2.343,,,,,
2016,Euro,x1000,V,III,4,Kabinet van de Koning,2.343,,,,,
2016,Euro,x1000,O,III,5,Cie voor toezicht op de Inlichtingen- en veiligheidsdiensten,0,,,,,
2016,Euro,x1000,U,III,5,Cie voor toezicht op de Inlichtingen- en veiligheidsdiensten,1.583,,,,,
2016,Euro,x1000,V,III,5,Cie voor toezicht op de Inlichtingen- en veiligheidsdiensten,1.583,,,,,
2016,Euro,x1000,O,III,-,TOTAAL,6768,,,,,
2016,Euro,x1000,V,III,-,TOTAAL,63166,,,,,
2016,Euro,x1000,U,III,,TOTAAL,63166,,,,,
2016,Euro,x1000,O,IV,1,Waarborgfunctie,4.857,,,,,
2016,Euro,x1000,U,IV,1,Waarborgfunctie,70.252,,,,,
2016,Euro,x1000,V,IV,1,Waarborgfunctie,70.252,,,,,
2016,Euro,x1000,O,IV,4,Bevorderen sociaal-economische structuur,3.213,,,,,
2016,Euro,x1000,U,IV,4,Bevorderen sociaal-economische structuur,14.559,,,,,
2016,Euro,x1000,V,IV,4,Bevorderen sociaal-economische structuur,14.559,,,,,
2016,Euro,x1000,O,IV,5,Schuldsanering/lopende inschrijving/leningen,28.405,,,,,
2016,Euro,x1000,U,IV,5,Schuldsanering/lopende inschrijving/leningen,149.929,,,,,
2016,Euro,x1000,V,IV,5,Schuldsanering/lopende inschrijving/leningen,0,,,,,
2016,Euro,x1000,O,IV,6,Apparaat,0,,,,,
2016,Euro,x1000,U,IV,6,Apparaat,21.466,,,,,
2016,Euro,x1000,V,IV,6,Apparaat,21.466,,,,,
2016,Euro,x1000,O,IV,7,Nominaal en onvoorzien,0,,,,,
2016,Euro,x1000,U,IV,7,Nominaal en onvoorzien,1.260,,,,,
2016,Euro,x1000,V,IV,7,Nominaal en onvoorzien,1.260,,,,,
2016,Euro,x1000,O,IV,-,TOTAAL,36475,,,,,
2016,Euro,x1000,U,IV,-,TOTAAL,257466,,,,,
2016,Euro,x1000,V,IV,-,TOTAAL,107537,,,,,
2016,Euro,x1000,O,IXA,1,Financiering staatsschuld,38.503.000,,,,,
2016,Euro,x1000,U,IXA,1,Financiering staatsschuld,36.227.971,,,,,
2016,Euro,x1000,V,IXA,1,Financiering staatsschuld,36.227.971,,,,,
2016,Euro,x1000,O,IXA,2,Kasbeheer,5.388.051,,,,,
2016,Euro,x1000,U,IXA,2,Kasbeheer,1.201.449,,,,,
2016,Euro,x1000,V,IXA,2,Kasbeheer,1.201.449,,,,,
2016,Euro,x1000,O,IXA,-,TOTAAL,43891051,,,,,
2016,Euro,x1000,U,IXA,-,TOTAAL,37429420,,,,,
2016,Euro,x1000,V,IXA,-,TOTAAL,37429420,,,,,
2016,Euro,x1000,O,IXB,1,Belastingen,929.568,,,,,
2016,Euro,x1000,U,IXB,1,Belastingen,3.102.765,,,,,
2016,Euro,x1000,V,IXB,1,Belastingen,3.102.765,,,,,
2016,Euro,x1000,O,IXB,2,Financiele Markten,10.311,,,,,
2016,Euro,x1000,U,IXB,2,Financiele Markten,22.379,,,,,
2016,Euro,x1000,V,IXB,2,Financiele Markten,22.379,,,,,
2016,Euro,x1000,O,IXB,3,Financ. act. Publiek-Private sector,1.831.850,,,,,
2016,Euro,x1000,U,IXB,3,Financ. act. Publiek-Private sector,19.401,,,,,
2016,Euro,x1000,V,IXB,3,Financ. act. Publiek-Private sector,19.401,,,,,
2016,Euro,x1000,O,IXB,4,Internationale Fin. Betrekkingen,22.992,,,,,
2016,Euro,x1000,U,IXB,4,Internationale Fin. Betrekkingen,439.981,,,,,
2016,Euro,x1000,V,IXB,4,Internationale Fin. Betrekkingen,268.782,,,,,
2016,Euro,x1000,O,IXB,5,Exportkrediet- en investeringsverzekering,246.952,,,,,
2016,Euro,x1000,U,IXB,5,Exportkrediet- en investeringsverzekering,88.056,,,,,
2016,Euro,x1000,V,IXB,5,Exportkrediet- en investeringsverzekering,10.616.436,,,,,
2016,Euro,x1000,O,IXB,6,BTW-Compensatiefonds,0,,,,,
2016,Euro,x1000,U,IXB,6,BTW-Compensatiefonds,2.851.726,,,,,
2016,Euro,x1000,V,IXB,6,BTW-Compensatiefonds,2.851.726,,,,,
2016,Euro,x1000,O,IXB,7,Beheer materiele activa,1.800,,,,,
2016,Euro,x1000,U,IXB,7,Beheer materiele activa,306,,,,,
2016,Euro,x1000,V,IXB,7,Beheer materiele activa,306,,,,,
2016,Euro,x1000,O,IXB,8,Centraal Apparaat,61.018,,,,,
2016,Euro,x1000,U,IXB,8,Centraal Apparaat,242.985,,,,,
2016,Euro,x1000,V,IXB,8,Centraal Apparaat,242.985,,,,,
2016,Euro,x1000,O,IXB,10,Nominaal en onvoorzien,0,,,,,
2016,Euro,x1000,U,IXB,10,Nominaal en onvoorzien,63.539,,,,,
2016,Euro,x1000,V,IXB,10,Nominaal en onvoorzien,63.539,,,,,
2016,Euro,x1000,O,IXB,-,TOTAAL,3104491,,,,,
2016,Euro,x1000,U,IXB,-,TOTAAL,6831138,,,,,
2016,Euro,x1000,V,IXB,-,TOTAAL,17188319,,,,,
2016,Euro,x1000,U,J,1,Investeren in waterveiligheid,661.112,,,,,
2016,Euro,x1000,U,J,2,Investeren in zoetwatervoorziening,49.603,,,,,
2016,Euro,x1000,U,J,3,"Beheer, Onderhoud en vervanging",206.336,,,,,
2016,Euro,x1000,U,J,5,Netwerkgebonden kosten en overige uitgaven,270.063,,,,,
2016,Euro,x1000,U,J,6,Bijdrage ten laste van begroting Hoofdstuk XII,0,,,,,
2016,Euro,x1000,U,J,7,Investeren in Waterkwaliteit,24.347,,,,,
2016,Euro,x1000,U,J,-,TOTAAL,1211461,,,,,
2016,Euro,x1000,O,J,1,Investeren in waterveiligheid,186.950,,,,,
2016,Euro,x1000,O,J,2,Investeren in zoetwatervoorziening,4.859,,,,,
2016,Euro,x1000,O,J,3,"Beheer, Onderhoud en vervanging",0,,,,,
2016,Euro,x1000,O,J,5,Netwerkgebonden kosten en overige uitgaven,0,,,,,
2016,Euro,x1000,O,J,6,Bijdrage ten laste van begroting Hoofdstuk XII,1.019.652,,,,,
2016,Euro,x1000,O,J,7,Investeren in Waterkwaliteit,0,,,,,
2016,Euro,x1000,O,J,-,TOTAAL,1211461,,,,,
2016,Euro,x1000,V,J,1,Investeren in waterveiligheid,1.014.493,,,,,
2016,Euro,x1000,V,J,2,Investeren in zoetwatervoorziening,41.620,,,,,
2016,Euro,x1000,V,J,3,"Beheer, Onderhoud en vervanging",268.257,,,,,
2016,Euro,x1000,V,J,5,Netwerkgebonden kosten en overige uitgaven,282.366,,,,,
2016,Euro,x1000,V,J,6,Bijdrage ten laste van begroting Hoofdstuk XII,0,,,,,
2016,Euro,x1000,V,J,7,Investeren in Waterkwaliteit,17.907,,,,,
2016,Euro,x1000,O,V,41,Internationale rechtsorde en eerbiediging mensenrechten,0,,,,,
2016,Euro,x1000,U,V,41,Internationale rechtsorde en eerbiediging mensenrechten,113.591,,,,,
2016,Euro,x1000,V,V,41,Internationale rechtsorde en eerbiediging mensenrechten,94.041,,,,,
2016,Euro,x1000,O,V,42,Veiligheid en stabiliteit,1.197,,,,,
2016,Euro,x1000,U,V,42,Veiligheid en stabiliteit,248.740,,,,,
2016,Euro,x1000,V,V,42,Veiligheid en stabiliteit,233.499,,,,,
2016,Euro,x1000,O,V,43,Europese Samenwerking,2.403.041,,,,,
2016,Euro,x1000,U,V,43,Europese Samenwerking,7.891.356,,,,,
2016,Euro,x1000,V,V,43,Europese Samenwerking,7.698.273,,,,,
2016,Euro,x1000,O,V,44,Consulaire belangenbehartiging,42.090,,,,,
2016,Euro,x1000,U,V,44,Consulaire belangenbehartiging,52.703,,,,,
2016,Euro,x1000,V,V,44,Consulaire belangenbehartiging,53.120,,,,,
2016,Euro,x1000,O,V,46,Nominaal en onvoorzien,0,,,,,
2016,Euro,x1000,U,V,46,Nominaal en onvoorzien,33.970,,,,,
2016,Euro,x1000,V,V,46,Nominaal en onvoorzien,33.970,,,,,
2016,Euro,x1000,O,V,47,Apparaat,21.450,,,,,
2016,Euro,x1000,U,V,47,Apparaat,704.257,,,,,
2016,Euro,x1000,V,V,47,Apparaat,714.489,,,,,
2016,Euro,x1000,O,V,-,TOTAAL,2467778,,,,,
2016,Euro,x1000,U,V,-,TOTAAL,9044617,,,,,
2016,Euro,x1000,V,J,-,TOTAAL,1624643,,,,,
2016,Euro,x1000,V,V,-,TOTAAL,8827392,,,,,
2016,Euro,x1000,O,VI,31,Nationale Politie,500,,,,,
2016,Euro,x1000,U,VI,31,Nationale Politie,5.199.190,,,,,
2016,Euro,x1000,V,VI,31,Nationale Politie,5.189.705,,,,,
2016,Euro,x1000,O,VI,32,Rechtspleging en rechtsbijstand,282.984,,,,,
2016,Euro,x1000,U,VI,32,Rechtspleging en rechtsbijstand,1.443.296,,,,,
2016,Euro,x1000,V,VI,32,Rechtspleging en rechtsbijstand,1.443.296,,,,,
2016,Euro,x1000,O,VI,33,Veiligheid en criminaliteitsbestrijding,1.127.298,,,,,
2016,Euro,x1000,U,VI,33,Veiligheid en criminaliteitsbestrijding,645.578,,,,,
2016,Euro,x1000,V,VI,33,Veiligheid en criminaliteitsbestrijding,645.578,,,,,
2016,Euro,x1000,O,VI,34,Straffen en Beschermen,104.426,,,,,
2016,Euro,x1000,U,VI,34,Straffen en Beschermen,2.644.228,,,,,
2016,Euro,x1000,V,VI,34,Straffen en Beschermen,2.644.228,,,,,
2016,Euro,x1000,O,VI,36,Contraterrorisme en Nationaal Veiligheidsbeleid,0,,,,,
2016,Euro,x1000,U,VI,36,Contraterrorisme en Nationaal Veiligheidsbeleid,257.151,,,,,
2016,Euro,x1000,V,VI,36,Contraterrorisme en Nationaal Veiligheidsbeleid,257.151,,,,,
2016,Euro,x1000,O,VI,37,Vreemdelingen,0,,,,,
2016,Euro,x1000,U,VI,37,Vreemdelingen,824.898,,,,,
2016,Euro,x1000,V,VI,37,Vreemdelingen,824.898,,,,,
2016,Euro,x1000,O,VI,91,Apparaatsuitgaven kerndepartement,1.918,,,,,
2016,Euro,x1000,U,VI,91,Apparaatsuitgaven kerndepartement,408.564,,,,,
2016,Euro,x1000,V,VI,91,Apparaatsuitgaven kerndepartement,400.647,,,,,
2016,Euro,x1000,O,VI,92,Nominaal en onvoorzien,0,,,,,
2016,Euro,x1000,U,VI,92,Nominaal en onvoorzien,30.958,,,,,
2016,Euro,x1000,V,VI,92,Nominaal en onvoorzien,30.958,,,,,
2016,Euro,x1000,O,VI,93,Geheim,0,,,,,
2016,Euro,x1000,U,VI,93,Geheim,3.067,,,,,
2016,Euro,x1000,V,VI,93,Geheim,3.067,,,,,
2016,Euro,x1000,O,VI,-,TOTAAL,1517126,,,,,
2016,Euro,x1000,U,VI,-,TOTAAL,11456930,,,,,
2016,Euro,x1000,V,VI,-,TOTAAL,11439528,,,,,
2016,Euro,x1000,O,VII,61,Openbaar bestuur en democratie,21.965,,,,,
2016,Euro,x1000,U,VII,61,Openbaar bestuur en democratie,29.154,,,,,
2016,Euro,x1000,V,VII,61,Openbaar bestuur en democratie,29.154,,,,,
2016,Euro,x1000,O,VII,62,Algemene Inlichtingen- en Veiligheidsdienst,12.714,,,,,
2016,Euro,x1000,U,VII,62,Algemene Inlichtingen- en Veiligheidsdienst,213.713,,,,,
2016,Euro,x1000,V,VII,62,Algemene Inlichtingen- en Veiligheidsdienst,213.713,,,,,
2016,Euro,x1000,O,VII,66,Dienstverlenende en innovatieve overheid,624,,,,,
2016,Euro,x1000,U,VII,66,Dienstverlenende en innovatieve overheid,151.477,,,,,
2016,Euro,x1000,V,VII,66,Dienstverlenende en innovatieve overheid,151.477,,,,,
2016,Euro,x1000,O,VII,67,Arbeidszaken overheid,820,,,,,
2016,Euro,x1000,U,VII,67,Arbeidszaken overheid,32.911,,,,,
2016,Euro,x1000,V,VII,67,Arbeidszaken overheid,32.911,,,,,
2016,Euro,x1000,O,VII,71,Centraal Apparaat,5.925,,,,,
2016,Euro,x1000,U,VII,71,Centraal Apparaat,254.767,,,,,
2016,Euro,x1000,V,VII,71,Centraal Apparaat,254.767,,,,,
2016,Euro,x1000,O,VII,72,Algemeen,0,,,,,
2016,Euro,x1000,U,VII,72,Algemeen,1.206,,,,,
2016,Euro,x1000,V,VII,72,Algemeen,1.206,,,,,
2016,Euro,x1000,O,VII,-,TOTAAL,42048,,,,,
2016,Euro,x1000,U,VII,-,TOTAAL,683228,,,,,
2016,Euro,x1000,V,VII,-,TOTAAL,683228,,,,,
2016,Euro,x1000,O,VIII,1,Primair onderwijs,1.661,,,,,
2016,Euro,x1000,U,VIII,1,Primair onderwijs,9.957.395,,,,,
2016,Euro,x1000,V,VIII,1,Primair onderwijs,9957395,,,,,
2016,Euro,x1000,O,VIII,3,Voortgezet onderwijs,4.661,,,,,
2016,Euro,x1000,U,VIII,3,Voortgezet onderwijs,7.574.452,,,,,
2016,Euro,x1000,V,VIII,3,Voortgezet onderwijs,7579547,,,,,
2016,Euro,x1000,O,VIII,4,Beroepsonderwijs en volwasseneneducatie,3.000,,,,,
2016,Euro,x1000,U,VIII,4,Beroepsonderwijs en volwasseneneducatie,4.064.713,,,,,
2016,Euro,x1000,V,VIII,4,Beroepsonderwijs en volwasseneneducatie,4026058,,,,,
2016,Euro,x1000,O,VIII,6,Hoger beroepsonderwijs,1.213,,,,,
2016,Euro,x1000,U,VIII,6,Hoger beroepsonderwijs,2.823.794,,,,,
2016,Euro,x1000,V,VIII,6,Hoger beroepsonderwijs,2848076,,,,,
2016,Euro,x1000,O,VIII,7,Wetenschappelijk onderwijs,16,,,,,
2016,Euro,x1000,U,VIII,7,Wetenschappelijk onderwijs,4.160.209,,,,,
2016,Euro,x1000,V,VIII,7,Wetenschappelijk onderwijs,4142227,,,,,
2016,Euro,x1000,O,VIII,8,Internationaal onderwijsbeleid,99,,,,,
2016,Euro,x1000,U,VIII,8,Internationaal onderwijsbeleid,13.662,,,,,
2016,Euro,x1000,V,VIII,8,Internationaal onderwijsbeleid,12327,,,,,
2016,Euro,x1000,O,VIII,9,Arbeidsmarkt en personeelsbeleid,6.000,,,,,
2016,Euro,x1000,U,VIII,9,Arbeidsmarkt en personeelsbeleid,250.915,,,,,
2016,Euro,x1000,V,VIII,9,Arbeidsmarkt en personeelsbeleid,250915,,,,,
2016,Euro,x1000,O,VIII,11,Studiefinanciering,869.711,,,,,
2016,Euro,x1000,U,VIII,11,Studiefinanciering,4.953.609,,,,,
2016,Euro,x1000,V,VIII,11,Studiefinanciering,4953609,,,,,
2016,Euro,x1000,O,VIII,12,Tegemoetkoming studiekosten,3.034,,,,,
2016,Euro,x1000,U,VIII,12,Tegemoetkoming studiekosten,88.307,,,,,
2016,Euro,x1000,V,VIII,12,Tegemoetkoming studiekosten,88307,,,,,
2016,Euro,x1000,O,VIII,13,Lesgelden,249.135,,,,,
2016,Euro,x1000,U,VIII,13,Lesgelden,7.071,,,,,
2016,Euro,x1000,V,VIII,13,Lesgelden,7071,,,,,
2016,Euro,x1000,O,VIII,14,Cultuur,494,,,,,
2016,Euro,x1000,U,VIII,14,Cultuur,747.563,,,,,
2016,Euro,x1000,V,VIII,14,Cultuur,2773796,,,,,
2016,Euro,x1000,O,VIII,15,Media,197.500,,,,,
2016,Euro,x1000,U,VIII,15,Media,1.005.485,,,,,
2016,Euro,x1000,V,VIII,15,Media,1005154,,,,,
2016,Euro,x1000,O,VIII,16,Onderzoek en wetenschappen,101,,,,,
2016,Euro,x1000,U,VIII,16,Onderzoek en wetenschappen,953.579,,,,,
2016,Euro,x1000,V,VIII,16,Onderzoek en wetenschappen,934735,,,,,
2016,Euro,x1000,O,VIII,25,Emancipatie,0,,,,,
2016,Euro,x1000,U,VIII,25,Emancipatie,13.474,,,,,
2016,Euro,x1000,V,VIII,25,Emancipatie,10609,,,,,
2016,Euro,x1000,O,VIII,95,Apparaatskosten,567,,,,,
2016,Euro,x1000,U,VIII,95,Apparaatskosten,239.161,,,,,
2016,Euro,x1000,V,VIII,95,Apparaatskosten,239161,,,,,
2016,Euro,x1000,O,VIII,-,TOTAAL,1337192,,,,,
2016,Euro,x1000,U,VIII,-,TOTAAL,36853389,,,,,
2016,Euro,x1000,V,VIII,-,TOTAAL,38828987,,,,,
2016,Euro,x1000,O,X,1,Opdracht Inzet,26.774,,,,,
2016,Euro,x1000,U,X,1,Opdracht Inzet,367.889,,,,,
2016,Euro,x1000,V,X,1,Opdracht Inzet,367.889,,,,,
2016,Euro,x1000,O,X,2,Taakuitvoering Zeestrijdkrachten,19.951,,,,,
2016,Euro,x1000,U,X,2,Taakuitvoering Zeestrijdkrachten,689.550,,,,,
2016,Euro,x1000,V,X,2,Taakuitvoering Zeestrijdkrachten,689.550,,,,,
2016,Euro,x1000,O,X,3,Taakuitvoering Landstrijdkrachten,20.523,,,,,
2016,Euro,x1000,U,X,3,Taakuitvoering Landstrijdkrachten,1.137.980,,,,,
2016,Euro,x1000,V,X,3,Taakuitvoering Landstrijdkrachten,1.137.980,,,,,
2016,Euro,x1000,O,X,4,Taakuitvoering Luchtstrijdkrachten,15.759,,,,,
2016,Euro,x1000,U,X,4,Taakuitvoering Luchtstrijdkrachten,633.799,,,,,
