"Jaar","Begrotingshoofdstuk","Naam Begroting","Begrotings artikel nr","Naam artikel","Kostensoort","Realisatie (*Eu 1000)"
2014,"X","Ministerie van Defensie",7,"Ondersteuning operationele eenheden","Gratificaties","359,00"
2014,"X","Ministerie van Defensie",7,"Staf DMO","Onkostenvergoedingen waaronder Woon-werkverkeer (ook collectieve inkoop OV kaarten)","168,00"
2014,"X","Ministerie van Defensie",7,"Ondersteuning operationele eenheden","Onkostenvergoedingen waaronder Woon-werkverkeer (ook collectieve inkoop OV kaarten)","4675,00"
2014,"X","Ministerie van Defensie",7,"Ondersteuning operationele eenheden","Personeelsevenementen, - bijeenkomsten en recepties","654,00"
2014,"X","Ministerie van Defensie",7,"Ondersteuning operationele eenheden","Personeelsevenementen, - bijeenkomsten en recepties","17,00"
2014,"X","Ministerie van Defensie",7,"Ondersteuning operationele eenheden","Post-, koeriers- en transportdiensten","7,00"
2014,"X","Ministerie van Defensie",7,"Ondersteuning operationele eenheden","Reis- en Verblijfkosten","5965,00"
2014,"X","Ministerie van Defensie",7,"Ondersteuning operationele eenheden","Representatie voor eigen personeel","468,00"
2014,"X","Ministerie van Defensie",7,"Staf DMO","Salaris, vakantie- en eindejaarsuitkering","8088,00"
2014,"X","Ministerie van Defensie",7,"Ondersteuning operationele eenheden","Salaris, vakantie- en eindejaarsuitkering","156462,00"
2014,"X","Ministerie van Defensie",7,"Ondersteuning operationele eenheden","Studie en opleiding","2254,00"
2014,"X","Ministerie van Defensie",7,"Staf DMO","Toelagen, toeslagen en vergoedingen","113,00"
2014,"X","Ministerie van Defensie",7,"Ondersteuning operationele eenheden","Toelagen, toeslagen en vergoedingen","2768,00"
2014,"X","Ministerie van Defensie",7,"Ondersteuning operationele eenheden","uitzendkrachten","19573,00"
2014,"X","Ministerie van Defensie",7,"Ondersteuning operationele eenheden","Vakliteratuur, abonnementen en overige informatie","167,00"
2014,"X","Ministerie van Defensie",7,"Ondersteuning operationele eenheden","Vergoedingen voor inbesteding personeel","68,00"
2014,"X","Ministerie van Defensie",7,"Ondersteuning operationele eenheden","Wagenpark (bij defensie transportcapaciteit)","870,00"
2014,"X","Ministerie van Defensie",8,"Ondersteuning operationele eenheden","Aanschaf hardware","453,00"
2014,"X","Ministerie van Defensie",8,"Ondersteuning operationele eenheden","afvalzorgmanagement","2408,00"
2014,"X","Ministerie van Defensie",8,"Ondersteuning operationele eenheden","Arbeidsomstandigheden en personele zorg (incl. BHV middelen)","251,00"
2014,"X","Ministerie van Defensie",8,"Ondersteuning operationele eenheden","Arbeidsomstandigheden en personele zorg (incl. BHV middelen)","29501,00"
2014,"X","Ministerie van Defensie",8,"Ondersteuning operationele eenheden","Bankdiensten","1665,00"
2014,"X","Ministerie van Defensie",8,"Ondersteuning operationele eenheden","Benodigdheden en hulpmiddelen","9102,00"
2014,"X","Ministerie van Defensie",8,"Attachés","Benodigdheden en hulpmiddelen","1516,00"
2014,"X","Ministerie van Defensie",8,"Ondersteuning operationele eenheden","Bijdrage door SSO's (DVD)","193218,00"
2014,"X","Ministerie van Defensie",8,"Ondersteuning operationele eenheden","Bijdrage door SSO's (Paresto)","31013,00"
2014,"X","Ministerie van Defensie",8,"Ondersteuning operationele eenheden","consumptieve diensten","7105,00"
2014,"X","Ministerie van Defensie",8,"Attachés","consumptieve diensten","3,00"
2014,"X","Ministerie van Defensie",8,"Ondersteuning operationele eenheden","Departement_Specifiek_Materieel","30165,00"
2014,"X","Ministerie van Defensie",8,"Attachés","Departement_Specifiek_Materieel","357,00"
2014,"X","Ministerie van Defensie",8,"Ondersteuning operationele eenheden","Documentmanagement Documentontwikkeling en -verwerking","59,00"
2014,"X","Ministerie van Defensie",8,"Ondersteuning operationele eenheden","Gebruik en onderhoud gebouw en terreinen","202314,00"
2014,"X","Ministerie van Defensie",8,"Staf CDC","Gratificaties","19,00"
2014,"X","Ministerie van Defensie",8,"Ondersteuning operationele eenheden","Gratificaties","875,00"
2014,"X","Ministerie van Defensie",8,"Attachés","Gratificaties","6,00"
2014,"X","Ministerie van Defensie",8,"Ondersteuning operationele eenheden","Inrichting van gebouwen","13212,00"
2014,"X","Ministerie van Defensie",8,"Ondersteuning operationele eenheden","Instroom, doorstroom en uitstroom van personeel","19595,00"
2014,"X","Ministerie van Defensie",8,"Ondersteuning operationele eenheden","Juridisch advies","291,00"
2014,"X","Ministerie van Defensie",8,"Staf CDC","Onkostenvergoedingen waaronder Woon-werkverkeer (ook collectieve inkoop OV kaarten)","255,00"
2014,"X","Ministerie van Defensie",8,"Ondersteuning operationele eenheden","Onkostenvergoedingen waaronder Woon-werkverkeer (ook collectieve inkoop OV kaarten)","10480,00"
2014,"X","Ministerie van Defensie",8,"Attachés","Onkostenvergoedingen waaronder Woon-werkverkeer (ook collectieve inkoop OV kaarten)","-244,00"
2014,"X","Ministerie van Defensie",8,"Ondersteuning operationele eenheden","Personeelsevenementen, - bijeenkomsten en recepties","164,00"
2014,"X","Ministerie van Defensie",8,"Ondersteuning operationele eenheden","Personeelsevenementen, - bijeenkomsten en recepties","5849,00"
2014,"X","Ministerie van Defensie",8,"Ondersteuning operationele eenheden","Personeelsevenementen, - bijeenkomsten en recepties","3012,00"
2014,"X","Ministerie van Defensie",8,"Attachés","Personeelsevenementen, - bijeenkomsten en recepties","2,00"
2014,"X","Ministerie van Defensie",8,"Attachés","Personeelsevenementen, - bijeenkomsten en recepties","1,00"
2014,"X","Ministerie van Defensie",8,"Ondersteuning operationele eenheden","Post-, koeriers- en transportdiensten","62810,00"
2014,"X","Ministerie van Defensie",8,"Ondersteuning operationele eenheden","Reis- en Verblijfkosten","9301,00"
2014,"X","Ministerie van Defensie",8,"Attachés","Reis- en Verblijfkosten","7,00"
2014,"X","Ministerie van Defensie",8,"Ondersteuning operationele eenheden","Representatie voor eigen personeel","972,00"
2014,"X","Ministerie van Defensie",8,"Attachés","Representatie voor eigen personeel","24,00"
2014,"X","Ministerie van Defensie",8,"Ondersteuning operationele eenheden","risicobeheersen","187,00"
2014,"X","Ministerie van Defensie",8,"Staf CDC","Salaris, vakantie- en eindejaarsuitkering","9253,00"
2014,"X","Ministerie van Defensie",8,"Ondersteuning operationele eenheden","Salaris, vakantie- en eindejaarsuitkering","350301,00"
2014,"X","Ministerie van Defensie",8,"Attachés","Salaris, vakantie- en eindejaarsuitkering","7648,00"
2014,"X","Ministerie van Defensie",8,"Ondersteuning operationele eenheden","Schoonmaken","27610,00"
2014,"X","Ministerie van Defensie",8,"Ondersteuning operationele eenheden","Spraak en Data Verbindingen","143,00"
2014,"X","Ministerie van Defensie",8,"Attachés","Spraak en Data Verbindingen","76,00"
2014,"X","Ministerie van Defensie",8,"Ondersteuning operationele eenheden","Studie en opleiding","1486,00"
2014,"X","Ministerie van Defensie",8,"Ondersteuning operationele eenheden","Studie en opleiding","8464,00"
2014,"X","Ministerie van Defensie",8,"Attachés","Studie en opleiding","503,00"
2014,"X","Ministerie van Defensie",8,"Staf CDC","Toelagen, toeslagen en vergoedingen","179,00"
2014,"X","Ministerie van Defensie",8,"Ondersteuning operationele eenheden","Toelagen, toeslagen en vergoedingen","39453,00"
2014,"X","Ministerie van Defensie",8,"Attachés","Toelagen, toeslagen en vergoedingen","4436,00"
2014,"X","Ministerie van Defensie",8,"Ondersteuning operationele eenheden","uitzendkrachten","16216,00"
2014,"X","Ministerie van Defensie",8,"Ondersteuning operationele eenheden","Vakliteratuur, abonnementen en overige informatie","82,00"
2014,"X","Ministerie van Defensie",8,"Ondersteuning operationele eenheden","Verbruik van energie en water","63295,00"
2014,"X","Ministerie van Defensie",8,"Ondersteuning operationele eenheden","Vergoedingen voor inbesteding personeel","200,00"
2014,"X","Ministerie van Defensie",8,"Ondersteuning operationele eenheden","verhuizen","353,00"
2014,"X","Ministerie van Defensie",8,"Ondersteuning operationele eenheden","Verwerven en afstoten","24495,00"
2014,"X","Ministerie van Defensie",8,"Ondersteuning operationele eenheden","Verwerven en afstoten","60695,00"
2014,"X","Ministerie van Defensie",8,"Attachés","Verwerven en afstoten","3286,00"
2014,"X","Ministerie van Defensie",8,"Ondersteuning operationele eenheden","Wagenpark (bij defensie transportcapaciteit)","53,00"
2014,"X","Ministerie van Defensie",8,"Attachés","Wagenpark (bij defensie transportcapaciteit)","229,00"
2014,"X","Ministerie van Defensie",10,"Bestuurstaf","Accountancy, financiën en administratieve organisatie","185,00"
2014,"X","Ministerie van Defensie",10,"Bestuurstaf","Advisering opdrachtgevers over automatiseringsvraagstukken","60,00"
2014,"X","Ministerie van Defensie",10,"MIVD","Advisering opdrachtgevers over automatiseringsvraagstukken","47,00"
2014,"X","Ministerie van Defensie",10,"Bestuurstaf","Arbeidsomstandigheden en personele zorg (incl. BHV middelen)","1,00"
2014,"X","Ministerie van Defensie",10,"MIVD","Bankdiensten","3,00"
2014,"X","Ministerie van Defensie",10,"MIVD","Benodigdheden en hulpmiddelen","30,00"
2014,"X","Ministerie van Defensie",10,"Bestuurstaf","Bijdrage sso's Paresto","498,00"
2014,"X","Ministerie van Defensie",10,"Bestuurstaf","consumptieve diensten","189,00"
2014,"X","Ministerie van Defensie",10,"MIVD","consumptieve diensten","229,00"
2014,"X","Ministerie van Defensie",10,"Bestuurstaf","Departement_specifiek_materieel","2915,00"
2014,"X","Ministerie van Defensie",10,"MIVD","Departement_specifiek_materieel","3669,00"
2014,"X","Ministerie van Defensie",10,"Bestuurstaf","Gratificaties","129,00"
2014,"X","Ministerie van Defensie",10,"MIVD","Gratificaties","93,00"
2014,"X","Ministerie van Defensie",10,"Wachtgelden, inactiviteitswedden en SBK-gelden","Instroom, doorstroom en uitstroom van personeel","2,00"
2014,"X","Ministerie van Defensie",10,"Bestuurstaf","Onkostenvergoedingen waaronder Woon-werkverkeer (ook collectieve inkoop OV kaarten)","2140,00"
2014,"X","Ministerie van Defensie",10,"MIVD","Onkostenvergoedingen waaronder Woon-werkverkeer (ook collectieve inkoop OV kaarten)","1070,00"
2014,"X","Ministerie van Defensie",10,"Bestuurstaf","Organisatie- en formatieadvies","455,00"
2014,"X","Ministerie van Defensie",10,"Pensioenen en uitkeringen","Pensioenpremies","1237183,00"
2014,"X","Ministerie van Defensie",10,"Bestuurstaf","Personeelsevenementen, - bijeenkomsten en recepties","7,00"
2014,"X","Ministerie van Defensie",10,"MIVD","Personeelsevenementen, - bijeenkomsten en recepties","6,00"
2014,"X","Ministerie van Defensie",10,"MIVD","Post-, koeriers- en transportdiensten","124,00"
2014,"X","Ministerie van Defensie",10,"Bestuurstaf","Reis- en Verblijfkosten","2196,00"
2014,"X","Ministerie van Defensie",10,"MIVD","Reis- en Verblijfkosten","1129,00"
2014,"X","Ministerie van Defensie",10,"Bestuurstaf","Representatie voor eigen personeel","114,00"
2014,"X","Ministerie van Defensie",10,"MIVD","Representatie voor eigen personeel","76,00"
2014,"X","Ministerie van Defensie",10,"Bestuurstaf","Salaris, vakantie- en eindejaarsuitkering","61035,00"
2014,"X","Ministerie van Defensie",10,"MIVD","Salaris, vakantie- en eindejaarsuitkering","52121,00"
2014,"X","Ministerie van Defensie",10,"Bestuurstaf","Studie en opleiding","624,00"
2014,"X","Ministerie van Defensie",10,"MIVD","Studie en opleiding","701,00"
2014,"X","Ministerie van Defensie",10,"Bestuurstaf","Toelagen, toeslagen en vergoedingen","2792,00"
2014,"X","Ministerie van Defensie",10,"MIVD","Toelagen, toeslagen en vergoedingen","2228,00"
2014,"X","Ministerie van Defensie",10,"Bestuurstaf","Uitbesteden beleidsadvies- en onderzoeksopdrachten","27,00"
2014,"X","Ministerie van Defensie",10,"Bestuurstaf","uitzendkrachten","1203,00"
2014,"X","Ministerie van Defensie",10,"MIVD","uitzendkrachten","234,00"
2014,"X","Ministerie van Defensie",10,"MIVD","Vakliteratuur, abonnementen en overige informatie","102,00"
2014,"X","Ministerie van Defensie",10,"Bestuurstaf","Vergoedingen voor inbesteding personeel","28,00"
2014,"X","Ministerie van Defensie",10,"MIVD","Vergoedingen voor inbesteding personeel","6,00"
2014,"X","Ministerie van Defensie",10,"Bestuurstaf","vertaaldiensten","155,00"
2014,"X","Ministerie van Defensie",10,"MIVD","vertaaldiensten","561,00"
2014,"X","Ministerie van Defensie",10,"Wachtgelden, inactiviteitswedden en SBK-gelden","Wachtgelden, inactiviteitswedden en SBK-gelden","214588,00"
2014,"X","Ministerie van Defensie",10,"Bestuurstaf","Wagenpark","1,00"
2014,"X","Ministerie van Defensie",10,"MIVD","Wagenpark","1,00"
2014,"X","Ministerie van Defensie",10,"MIVD","Wagenpark (bij defensie transportcapaciteit)","92,00"
2014,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Aan externe partij uitbestede ICT - dienstverlening","32228,13"
2014,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Aanschaf Hardware","46,44"
2014,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Accountancy, financiën en administratieve organisatie","575,71"
2014,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Advisering en eventueel explorerend onderzoek","2952,12"
2014,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Advisering opdrachtgevers over automatiseringsvraagstukken","1532,81"
2014,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Bankdiensten","22,12"
2014,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Beheer & Onderhoud hardware ","293,14"
2014,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Beheer, Onderhoud programmatuur & Software","10268,97"
2014,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Benodigdheden en hulpmiddelen","532,49"
2014,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Communicatieadvisering","901,06"
2014,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Consumptieve diensten","39,85"
2014,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Diversen communicatie","1010,13"
2014,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Documentmanagement Documentontwikkeling en -verwerking","2135,07"
2014,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Gebruik en onderhoud gebouw en terreinen","2216,05"
2014,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Gratificaties","876,05"
2014,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Inrichting van Gebouwen","13246,73"
2014,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Instroom, doorstroom en uitstroom van personeel","4488,24"
2014,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Interim–management","1569,56"
2014,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Juridisch advies","977,24"
2014,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Niet toe te bedelen","5,89"
2014,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Onkostenvergoedingen waaronder Woon-werkverkeer (ook collectieve inkoop OV kaarten)","2152,69"
2014,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Organisatie- en formatieadvies","205,26"
2014,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Pensioenpremies","20975,34"
2014,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Personeelsevenementen, - bijeenkomsten en recepties","571,01"
2014,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Post-, Koeriers- en transportdiensten","36,57"
2014,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Reis- en Verblijfkosten","3638,23"
2014,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Representatie voor eigen personeel","61,08"
2014,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Risicobeheersen","100,40"
2014,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Salaris, vakantie- en eindejaarsuitkering","130728,78"
2014,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Schoonmaken","27,67"
2014,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Sociale lasten en bijdrage zorgverzekeringswet","13694,13"
2014,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Spraak en Data Verbindingen","1072,38"
2014,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Studie en opleiding","2669,50"
2014,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Toelagen, toeslagen en vergoedingen","5159,67"
2014,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Uitbesteding capaciteit organisatie- en formatieadvies","18659,16"
2014,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Uitgaven sociaal flankerend beleid","898,58"
2014,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Uitzendkrachten","1167,14"
2014,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Vakliteratuur, abonnementen en overige informatie","288,55"
2014,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Verblijf extern ","616,26"
2014,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Verbruik van energie en water","179,73"
2014,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Vergoedingen voor inbesteding personeel","217,22"
2014,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Verhuiskosten (binnen- en buitenland)","42,06"
2014,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Verhuizen","24,85"
